article_name,nb_in_unfinished_paths,nb_in_finished_paths,nb_links,views
Bohor Reedbuck,0,0,6,52.36893203883495
Bohrium,2,19,24,7130.077669902913
Bolivia,28,115,129,125841.6213592233
Bologna,17,32,66,54093.25242718447
Boltysh crater,3,6,10,1101.2038834951456
Bongo (antelope),4,4,10,7849.941747572816
Bonobo,15,22,24,78245.41747572816
Bontebok,2,5,9,2451.873786407767
Booby,11,16,13,15174.155339805826
Book,66,109,163,77610.79611650485
Book of Common Prayer,4,13,43,19902.533980582524
Book of Kells,10,17,31,37951.398058252424
Boolean logic,9,29,12,4029.5048543689322
Borage,4,9,48,20105.941747572815
Boris Becker,2,14,45,63490.69902912621
Boron,8,45,69,59108.94174757282
Bosnia and Herzegovina,6,38,132,177131.99029126213
"Boston, Massachusetts",45,85,147,17649.40776699029
Boston RFC,2,7,10,291.19417475728153
Boston Terrier,3,9,5,49855.06796116505
Boston and Lowell Railroad,0,0,13,681.9417475728155
Botany,42,113,65,39406.388349514564
Botswana,13,46,92,106834.44660194175
Bottlenose Dolphin,6,33,31,2174.3106796116504
Boudica,0,17,27,78005.99029126213
Boundary Waters Canoe Area Wilderness,1,16,19,4612.0679611650485
Bourbonnais train accident,0,0,5,242.4757281553398
Bouvet Island,3,11,15,28340.85436893204
Box jellyfish,5,19,11,43093.796116504855
Boy Scout,6,5,42,1889.5922330097087
Boyle Roche,0,2,3,361.5728155339806
Brabantian,3,9,14,1208.5242718446602
Brabham,4,6,11,10292.902912621359
Brachiosaurus,2,26,35,30265.04854368932
Brahman,3,33,23,39647.16504854369
Brain,1079,1307,108,63035.53398058253
Bran,11,38,69,17636.35922330097
Brandon Routh,4,5,12,72504.83495145632
Brasília,2,10,16,44646.04854368932
Brass instrument,7,35,21,26274.135922330097
Bratislava,3,21,61,52289.81553398058
Brazil,197,491,341,383608.854368932
Bread,14,115,87,58491.70873786408
Breaker Morant,4,8,15,9160.038834951456
Bretton Woods system,3,13,61,54881.94174757282
Brian Close,0,0,8,3161.980582524272
Bridge,29,47,204,31640.78640776699
Brighton,7,18,44,57181.320388349515
Brisbane,8,17,39,77960.91262135922
Bristol,26,75,159,82872.79611650485
British East India Company,53,92,82,14980.087378640777
British Empire,253,698,271,206032.74757281554
British English,40,115,55,40776.330097087375
British House of Commons,22,74,148,4638.73786407767
British Indian Ocean Territory,4,8,77,36006.80582524272
British Isles,96,251,283,41529.961165048546
British Isles (terminology),7,16,64,296.5145631067961
British Virgin Islands,4,38,39,65378.12621359223
British monarchy,55,230,178,3004.621359223301
Britney Spears,19,31,35,425960.99029126216
Broadcasting,56,116,37,30460.31067961165
Bromine,5,35,48,54534.669902912625
Bronze Age,29,118,95,85171.45631067961
Brothers Grimm,28,52,14,63482.94174757282
Brown trout,3,17,25,12353.563106796117
Bruce Lee,2,8,22,469790.11650485435
Bruce Springsteen,10,30,32,235202.4077669903
Brunei,8,22,72,155252.12621359224
Brush,11,21,30,5674.805825242718
Brussels,14,39,109,92858.32038834952
Brute force attack,10,13,8,2069.9223300970875
Bryce Canyon National Park,3,6,47,20618.796116504855
Btrieve,1,7,4,1251.9611650485438
Bucharest,5,24,61,67977.50485436893
Buckingham Palace,15,45,70,117345.05825242719
Buckminster Fuller,5,13,14,38233.7572815534
Budapest,6,19,96,137244.41747572814
Buddha,18,84,97,13824.174757281553
Buddhism,55,213,293,246392.03883495147
Buddhist art,7,20,46,7500.407766990291
Buenos Aires,4,40,92,94562.08737864078
Buffy the Vampire Slayer,14,27,19,107895.94174757281
Bulgaria,15,62,255,192914.16504854368
Bull shark,12,35,35,43870.46601941747
Burkina Faso,9,32,101,116018.43689320388
Burundi,7,21,88,83500.00970873787
Bushbuck,3,3,9,2606.883495145631
Bushpig,0,2,6,3717.990291262136
Business,74,100,62,105309.71844660194
Butter,25,80,79,46542.22330097087
Button,12,24,16,11482.893203883496
Byzantine Empire,67,170,210,202105.427184466
C++,16,38,18,19.32
Cædmon,4,3,16,5022.291262135922
Côte d'Ivoire,7,34,106,7218.52427184466
C. S. Lewis,12,29,49,124289.07766990291
CF7,1,0,8,723.7669902912621
CPU cache,1,25,4,36476.42718446602
CS gas,7,11,33,20994.038834951458
Cactus,9,32,45,62145.00970873787
Cadmium,3,31,58,30011.533980582524
Caesar cipher,2,4,11,38432.320388349515
Caesium,6,24,60,33670.42718446602
Caesium fluoride,5,18,7,2266.970873786408
Cai Lun,1,7,7,6095.776699029127
Cairo,21,97,98,75528.32038834952
Calcite,6,18,22,23860.126213592233
Calcium,27,139,147,60067.66019417476
Calcium chloride,8,33,22,39002.42718446602
Calculus,62,155,56,90362.54368932039
Calgary,6,18,39,92844.93203883494
California,332,672,661,438777.96116504853
California Southern Railroad,2,2,15,761.8543689320388
Californium,11,35,37,20731.368932038837
Calligraphy,10,31,49,42178.18446601942
Caloris Basin,4,11,12,634.1844660194175
Calvin Coolidge,8,22,32,113470.28155339806
Calvin and Hobbes,12,35,21,48338.71844660194
Camarasaurus,4,10,27,3876.5922330097087
Cambodia,14,65,122,197145.3786407767
Cambrian,16,53,75,32079.11650485437
Cambrian explosion,28,55,29,29873.11650485437
Cambridge,16,52,242,57050.59223300971
Camel,24,70,56,81301.63106796116
Cameroon,13,34,115,111787.56310679612
Canada,263,869,780,765274.3203883495
Canada Goose,9,33,25,3338.4174757281553
Canadian Charter of Rights and Freedoms,6,24,26,21478.873786407767
Canadian English,8,49,14,20795.85436893204
Canadian House of Commons,11,27,26,1921.2233009708739
Canadian Pacific Railway,9,39,64,26920.3786407767
Canadian Senate,33,23,24,853.5145631067961
Canadian football,6,51,14,20845.47572815534
Canal,20,80,297,20904.796116504855
Canaletto,3,13,7,8454.077669902912
Canberra,10,42,58,92253.70873786407
Cancer,62,229,130,142884.5145631068
Cane Toad,1,16,27,1101.7184466019417
Canola,7,21,12,28963.04854368932
Canterbury,8,24,194,26613.417475728154
Canterbury Cathedral,15,30,28,20266.44660194175
Canute the Great,7,19,41,3916.5242718446602
Capacitance,9,21,28,36371.45631067961
Cape Canaveral,11,26,14,18044.456310679612
Cape Horn,13,22,34,26094.203883495145
Cape Lion,0,10,12,242.2621359223301
Cape Porcupine,0,1,7,59.320388349514566
Cape Town,15,46,86,94813.45631067961
Cape Verde,6,19,90,144016.15533980582
Capital,81,136,438,7298.252427184466
Capitalism,85,168,134,108384.213592233
Capitoline Triad,6,7,7,3969.669902912621
Captain Marvel (DC Comics),1,2,20,117661.08737864078
Caracas,3,14,35,37403.21359223301
Caratacus,8,7,8,6479.0291262135925
Caravaggio,2,9,24,57620.388349514564
Carbon,55,324,392,105845.68932038835
Carbon dioxide,86,295,163,109739.54368932039
Carboniferous,15,36,54,34077.29126213592
Carcinus maenas,5,8,40,4438.407766990291
Card game,8,36,20,27353.93203883495
Cardiff,7,33,55,59710.40776699029
Caribbean Sea,102,237,80,33298.35922330097
Carl Friedrich Gauss,32,147,37,55307.78640776699
Carl G. Fisher,0,0,14,3113.73786407767
Carl Jung,9,45,43,126786.1359223301
Carl Lewis,4,13,21,43275.446601941745
Carl Sagan,11,27,59,120899.77669902913
Carlsbad Caverns National Park,1,7,15,16693.766990291264
Carnivore,62,149,69,31747.980582524273
Caroline Island,4,13,26,3567.4854368932038
"Carolingian Gospel Book (British Library, MS Add. 11848)",0,0,5,75.72549019607843
Carolus Linnaeus,45,72,241,1754.9708737864078
Carrot,17,60,37,53341.01941747573
Casablanca (film),5,5,38,106491.25242718446
Casimir effect,3,19,14,19453.33009708738
Caspian Sea,14,44,58,83631.70873786407
Cassini-Huygens,11,20,32,2030.2233009708739
Cassowary,3,13,15,65612.57281553397
Castra,3,6,15,8688.514563106795
Cat,163,266,812,530294.3689320388
Cat's Eye Nebula,7,3,14,5834.941747572816
Cat Stevens,1,6,30,143211.39805825244
Cataract,10,32,25,53812.330097087375
Cataract surgery,2,2,10,21655.796116504855
Cathedral of Magdeburg,0,4,22,420.126213592233
Catherine Cranston,0,0,8,1086.6019417475727
Catherine II of Russia,6,8,33,10425.252427184467
Catholic social teaching,2,19,21,8958.970873786408
Cattle,46,170,118,124046.18446601942
Cave,14,51,90,20696.980582524273
Cayman Islands,3,18,44,95907.74757281554
Celeriac,5,7,6,20358.485436893203
Celery,9,30,43,35915.26213592233
Celine Dion,9,26,34,318299.2038834951
Cell (biology),205,274,78,98122.96116504855
Cello,9,23,34,34543.78640776699
Celtic F.C.,6,15,23,133441.0776699029
Celtic Park,6,13,8,12727.902912621359
Celtic mythology,13,30,27,22570.29126213592
Central African Republic,14,31,88,74697.01941747573
Central processing unit,23,87,36,117612.49514563107
Ceratopsidae,3,23,18,4458.368932038835
Cereal,126,244,103,49775.7572815534
Cerebellum,31,63,26,41008.90291262136
Ceres (dwarf planet),9,17,38,63257.087378640776
Cerium,2,35,42,14133.893203883496
Chad,26,51,260,92371.00970873787
Chadian-Sudanese conflict,3,7,23,93.99029126213593
Chaffinch,3,9,21,607.3883495145631
Channel Islands,18,56,61,57901.94174757282
Charlemagne,26,35,106,185017.61165048543
Charles Babbage,14,30,26,64759.90291262136
Charles Darwin,106,280,112,251196.3786407767
Charles Dickens,32,90,62,191292.7572815534
Charles Etienne Brasseur de Bourbourg,2,7,24,79.70873786407768
Charles II of England,19,45,121,196187.572815534
Charles I of England,19,68,105,219411.82524271845
Charles Sumner,2,12,18,17501.873786407767
"Charles V, Holy Roman Emperor",10,39,69,88347.69902912622
Charlie Chaplin,36,61,41,309626.9708737864
Charlotte's Web,4,1,7,43530.74757281553
Chartism,2,8,19,19211.35922330097
Che Guevara,9,34,68,283919.01941747573
Cheers,5,19,24,101967.3495145631
Cheese,43,161,100,85158.17475728155
Cheetah,17,60,54,113301.30097087378
Chelsea F.C.,7,42,32,442799.359223301
Chemical element,119,737,172,78803.42718446603
Chemical synapse,7,25,8,9134.883495145632
Chemistry,174,956,130,88910.2427184466
Chennai,6,13,63,133785.64077669903
Chepstow Bridge,0,0,3,63.99029126213592
Chernobyl disaster,7,21,55,619719.2524271845
Chess,17,103,62,162984.12621359224
Chester A. Arthur,4,24,25,65561.87378640777
Chestnut,14,34,31,39344.436893203885
Chew Magna,4,15,26,1375.8349514563106
Chew Stoke,10,10,27,731.0291262135922
Chew Valley,1,12,82,940.4854368932039
Chew Valley Lake,5,26,38,1788.1650485436894
Chicago,65,169,293,290874.92233009706
Chicago Bears,11,33,10,76797.00970873787
Chicago and North Western Railway,14,8,14,1126.5242718446602
Chicken,31,97,80,109775.04854368932
Child,26,53,99,39563.53398058253
Children's Crusade,7,9,25,16127.466019417476
Children's rights movement,4,13,15,2043.2621359223301
Chile,34,106,228,173995.76699029127
Chiltern Hills,0,0,6,5765.669902912621
Chimpanzee,36,94,49,66107.26213592233
China,301,1070,1220,685961.9805825243
Chinese Rites controversy,0,0,11,2930.3883495145633
Chinese language,33,132,168,108757.85436893204
Chinyingi,2,7,6,131.6601941747573
Chives,10,25,36,25330.21359223301
Chlorine,20,99,106,78130.79611650485
Chocolate,28,124,47,89347.90291262136
Chola dynasty,2,15,37,68675.39805825242
Cholera,19,41,67,88626.38834951456
Chordate,115,201,346,95552.2427184466
Chris Evert,1,14,21,66756.53398058252
Christian Bale,3,11,26,319046.1553398058
Christian monasticism,9,16,32,11203.844660194174
Christianity,359,1013,392,213515.572815534
Christina Aguilera,10,25,39,204695.14563106795
Christmas Island,10,18,57,54721.077669902916
Christopher Columbus,86,167,109,312446.07766990294
Christopher Wren,7,14,52,17901.485436893203
Chromatic aberration,9,11,7,18862.009708737864
Chromatophore,5,16,15,6445.155339805825
Chromium,21,60,69,54340.3786407767
Church of England,58,231,124,82404.50485436893
Church of Ireland,15,33,59,16364.242718446601
Cicely,0,0,9,2719.116504854369
Cider,13,40,38,32674.155339805824
Cinema of the United States,98,195,43,45625.47572815534
Citizen Kane,7,11,30,129784.00970873787
Citizenship,22,44,58,37817.54368932039
Citrus,23,224,56,41130.611650485436
City,48,92,1012,78517.11650485436
City status in the United Kingdom,26,52,84,21273.728155339806
Civil War token,0,0,8,1414.3592233009708
Civil rights,34,47,52,9929.980582524271
Civil society,13,37,33,24662.59223300971
Civilization,146,332,274,49719.8640776699
Civilization (computer game),7,15,29,495.05825242718447
Clarinet,12,70,33,30122.631067961163
Classic female blues,7,11,3,2499.0
Claude Lévi-Strauss,4,6,18,18550.660194174758
Claude Monet,7,18,24,86144.23300970874
Claudius,7,21,29,65511.01941747573
Clay,19,48,70,40865.05825242718
Cleopatra VII,15,56,54,18059.14563106796
Cleopatra VII of Egypt,1,1,19,1789.7475728155339
"Cleveland, Ohio",20,27,65,12815.650485436894
Clifton Suspension Bridge,3,14,13,13849.805825242718
Climate,104,298,225,44708.63106796116
Climate change,28,178,79,151358.0776699029
Clock,21,64,37,44325.48543689321
Clone Wars (Star Wars),9,15,18,16285.242718446601
Clothing,31,67,59,64962.796116504855
Cloud,33,134,51,41845.74757281553
Coal,66,195,199,71169.22330097087
Coal Tit,1,1,15,329.1067961165049
Cobalt,10,42,67,63807.21359223301
Coccinellidae,4,28,14,48668.563106796115
Cochineal,3,7,37,26201.601941747573
Cockatiel,6,11,10,31832.990291262136
Cocoa,23,103,56,7541.019417475728
Coconut,15,67,107,85766.23300970874
Coconut crab,5,34,36,46416.57281553398
Coconut oil,5,19,8,37140.78640776699
Cocos (Keeling) Islands,5,9,42,29126.417475728154
Cod,17,49,44,48111.077669902916
Code of Hammurabi,6,24,17,60443.00970873787
Coffee,70,106,87,135665.39805825244
Coin,18,85,50,26376.844660194176
Cold War,125,333,205,279412.5145631068
Colditz Castle,0,1,68,11892.339805825242
Colima (volcano),6,13,6,753.0582524271845
Collapse of the World Trade Center,8,16,5,50072.17475728155
Colley Cibber,7,3,21,2819.8446601941746
Cologne,5,35,104,84786.53398058252
Colombia,55,114,130,232003.4077669903
Colombo,8,18,27,40581.30097087379
Color,90,212,261,71709.29126213593
Color Graphics Adapter,0,0,0,7851.252427184466
Color blindness,10,56,21,66138.14563106796
Colorado River,7,35,25,48775.06796116505
Colossus of Rhodes,2,4,9,91926.63106796116
Columba,7,11,23,14886.203883495145
Columbia River,10,26,38,32283.174757281555
Columbine High School massacre,8,19,16,264034.31067961163
"Columbus, Ohio",15,31,52,81475.90291262136
Comet,37,171,219,51449.88349514563
Comet Hale-Bopp,5,39,29,1229.9029126213593
Comet Halley,7,30,27,1469.7669902912621
Comet Hyakutake,6,12,26,5134.611650485437
Comet Shoemaker-Levy 9,8,26,35,1357.8155339805826
Comet White-Ortiz-Bolelli,0,1,10,14.441176470588236
Comics,20,61,51,26754.70873786408
Comma Johanneum,0,2,19,2504.650485436893
Commodore 64,9,40,26,56058.74757281553
Common Basilisk,0,0,11,67.30392156862744
Common Cuckoo,3,9,19,504.31067961165047
Common Eider,0,0,11,734.2815533980582
Common Eland,3,23,10,516.9708737864078
Common Hazel,3,7,29,198.32038834951456
Common Pheasant,0,0,13,544.7669902912621
Common Tern,3,23,16,279.11650485436894
Common agouti,0,0,6,2114.3106796116504
Common cold,19,61,35,63850.844660194176
Common sage,4,2,28,1293.2718446601941
Commonwealth Games,15,29,129,78138.30097087378
Communication,100,690,50,127753.1359223301
Communism,71,220,234,196841.36893203884
Community,9,24,46,46578.94174757282
Comoros,6,11,77,62347.912621359224
Compact Disc,48,99,39,7973.116504854369
Company (law),12,7,14,2494.6019417475727
Compsognathus,4,11,21,12224.68932038835
Computational chemistry,5,18,14,7905.8932038834955
Computer,366,1494,275,319641.57281553396
Computer and video games,70,358,51,327.3009708737864
Computer programming,96,220,20,65686.60194174758
Computer science,339,794,57,126300.8640776699
Conakry,2,20,10,13547.26213592233
Concorde,10,24,51,143667.28155339806
Condoleezza Rice,9,40,106,111643.16504854368
Conflict,11,28,16,3864.5631067961167
Confucianism,17,69,73,72925.66019417475
Confucius,12,56,46,110248.70873786407
Congo River,18,57,47,25221.3786407767
Consolation of Philosophy,2,12,14,1269.0388349514562
Constantine I,9,18,54,16606.747572815533
Constantine II of Scotland,2,15,12,8987.640776699029
"Constitution of May 3, 1791",4,3,27,2259.223300970874
Constitutional monarchy,52,109,104,84187.89320388349
Constructivism (art),2,3,22,14938.83495145631
Consumer protection,4,16,10,28069.349514563106
Contact lens,9,32,25,22606.271844660194
Continent,155,657,137,222228.29126213593
Continental crust,17,45,18,11325.378640776698
Control car (rail),0,5,11,791.5242718446602
Convention on the International Trade in Endangered Species of Wild Flora and Fauna,3,4,7,281.4660194174757
Convention on the Rights of the Child,11,22,11,23316.155339805824
Cook Islands,8,29,39,59456.8640776699
Cookiecutter shark,19,29,11,16486.242718446603
Cooperative,21,25,34,45613.087378640776
Coot,3,5,13,8088.398058252427
Copenhagen,14,50,75,131619.2718446602
Copenhagen Fire of 1728,0,0,7,692.1844660194175
Copper,55,226,248,110196.92233009709
Copper(I) chloride,3,10,9,5754.0291262135925
Coriander,4,27,49,93637.74757281554
Corinthian War,7,24,14,5456.271844660194
Cormorant,6,28,53,27917.922330097088
Corn oil,13,26,8,6898.776699029127
Cornea,17,45,21,24940.660194174758
Cornell University,21,58,94,87147.0
Coronation Street,6,13,34,81733.3786407767
Corporate finance,11,33,13,21088.805825242718
Corporation,91,90,76,48586.57281553398
Corrosion,20,34,72,33156.029126213594
Corundum,8,16,17,23497.766990291264
Cosmic inflation,10,17,30,2621.5922330097087
Cosmic microwave background radiation,8,31,28,4921.543689320389
Costa Rica,24,43,81,156688.9514563107
Costume design,8,2,6,5056.271844660194
Cotopaxi,2,26,9,13364.57281553398
Cotswolds,3,17,18,44562.970873786406
Cotton,43,100,111,75127.49514563107
Coulomb's law,11,19,23,48952.06796116505
Country,186,390,121,64654.8640776699
Coupling (railway),3,3,25,285.621359223301
Coventry,5,14,69,42172.18446601942
Crab Nebula,2,25,21,16972.563106796115
Crash test dummy,5,8,17,5080.252427184466
Craters of the Moon National Monument and Preserve,6,9,44,7028.592233009709
Craton,2,12,16,9337.038834951456
Creation-evolution controversy,8,57,58,869.5242718446602
Creationism,9,57,67,29447.85436893204
Creative Commons,8,5,11,59376.087378640776
Cretaceous,39,121,185,46577.68932038835
Cretaceous-Tertiary extinction event,10,48,51,91.79611650485437
Cricket,51,95,116,199065.47572815535
Crime,46,121,193,48670.06796116505
Crime and Punishment,7,7,39,66394.56310679612
Crime in Mexico,0,0,10,10456.757281553399
Crimean Karaites,3,7,26,6921.203883495145
Crimean War,6,19,56,113742.05825242719
Crimson-collared Tanager,0,0,7,28.97087378640777
Cristero War,0,2,7,21182.02912621359
Criticism of the War on Terrorism,0,0,31,220.8252427184466
Croatia,14,52,219,299285.6213592233
Crocodile,18,62,46,86450.54368932039
Crohn's disease,3,4,20,218813.71844660194
Cross Fell,4,6,8,2049.9320388349515
Crossbill,0,0,12,1486.009708737864
Crow,11,49,79,39126.679611650485
Crown Jewels of the United Kingdom,10,17,33,42764.077669902916
Crusades,18,106,88,155503.88349514562
Crust (geology),41,73,47,20957.514563106797
Crustacean,26,62,47,48876.29126213592
Cryptography,17,62,58,72384.63106796116
Crystal,38,117,91,43384.46601941747
Crystallographic defects in diamond,0,0,19,1186.5631067961165
Cuba,57,192,236,224988.84466019418
Cubeb,2,10,36,2005.6019417475727
Cubism,15,41,30,55296.58252427184
Cuckmere Haven,5,4,8,1547.2427184466019
Cultivar,21,28,44,22183.660194174758
Cultural diversity,2,15,6,17866.466019417476
Cultural identity,12,30,12,15004.660194174758
Culture,313,539,203,90053.29126213593
Culture of the Democratic Republic of the Congo,0,3,48,2545.5631067961167
